V160001,V161078 - PRE: What is it that R dislikes about Republican Pres cand
302154,I DON'T KNOW IF HE HAS THE POLITICAL EXPERIENCE OR CONNECTIONS//
302155,Questions about experience and judgement.//
302161,I do not know if he would take advice well.
302164,BECAUSE HE TALKS ABOUT THE BLACK FOLKS AND MEXICANS TO MUCH
302166,"Hi sexist, racist comments, comments against disabled people, comments about veterans.  I don't think he understands the American way of life.  Someone who has filed bankruptcy doesnt have an understanding of our economics.  He's also inwxperienced in politics and foreign affairs, which I think could be detrimental."
302167,"he has too much mouth,//"
302169,"His character,lack of elective experience, demagoguery insiting to violence and broad disagreement with his positions on nearly every issue."
302171,HE IS A NARCISTIC EGO MANIAC WITH ATTENTION SPAN OF A TODDLER. HE DOESNT WANT TO ET EXPPERT ADVICE ON ANY SUBJECT AND CONTRADICTS HIMSELF ON A DAILY BASIS. HE IS A HIPOCRIT. HE SAID HE IS FOR US LABORS JOBS BUT OUT SOURCES HIS MANUFACTURING JOBS OR PRODUCTES THAT HE PUTS HIS LABEL ON. HE CHANGES HIS LIKE A WEATHER GOES WITH THE WIND. HES FRIENDLY WITH A DICTATOR IN RUSSIA. AND NUCLEAR WEAPONS SHOULD NEVER BE AN OPTION DISCUSSED LIGHTLY. SHOULD BE TRYING TO USE ANY OTHER OPTION ON THE PLANET BEFORE CONSIDERING LAST OPTION. HES A BULLY. JUST BECAUSE YOU ARE THE STRONGEST DOES NOT MEAN YOU SHOULD PICK ON THE WEAKEST. YOU SHOULD PROTECT THE WEAK NOT BULLY THEM. HE IS INSULTING TO WOMEN. //
302172,
302174,personal attacks on others/position on eminent domain/unconcern for federal deficit/position on trade'
302178,Because he talks none sense. Meaning like he has talked and said a lot of thingd that you just don't believe him. \\
302183,EVERYTHING I think he is a pig
302186,his views of women
302190,that he is so mean to democrats he is rude//hejust doesnt know what he is talking about//have not really heard him talk about politics//
302192,him being a bullie name caling policy
302193,
302195,His inexperience and lack of decorum in the political realm and his lack of decorum.  I think he is a doofus--I am just being polite.  I wouldn't trust him walking my dogs.
302196,Everything he says everything he does his diminishing of individuals and groups all his cruddy deals//
302197,He is very arrogant and he talks about different people calling them fat ugly. If you ar egoing to be president you need to talk about americans all in a good way//
302198,just the emmotions that he stricks up
302206,"One of the things i'm hesitant on is the foreign policy he presents, I think the congress will provide a check on that,"
302207,vote for hillary
302214,
302216,
302217,His foreign policy needs work and he seems not sure about racial issues.
302218,I don't believe he really knows the ins and outs of our government that well. I really think he's a hothead. //
302219,"just his views in general, his opinion and actins against women''I don;t vote epublican''don;t like his temperament//his views on mmigration, I don;t agree with'' views a but Muslimes, I do't agree with//overall really don't like him...he's a great business man but what's up with his taxes//"
302220,
302223,
302231,uqite a bit//think he doesn't know how to - not a good speaker. rubs perople the wrong way//says some stupid thinkgs//
302233,honesty
302234,HES A HORRIBLE PERSON. HIS OUTLANDISH BEHAVIOR MIGHT MAKE RELATIONSHIPS WITH OTHER COUNTRIES MORE STRAINED.//
302236,
302238,
302239,"The way he treats women, refers to women//the way he refers to minorities//the way he says one thing and does another.  He sends his business overseas yet he claims he wants to strengthen the us economy with more jobs and production//he's the prime offender of sending things overseas//I just like the way he looks.  He's constantly putting down Hilary.  He's always calling the kettle black//"
302240,
302244,his mouth and its Chrisitanity based he doesn't have the fruits of the spirit but neither does Hillary//
302245,"His WoW Oh His, the way he presents his ideas. I think he is an embarrassment to America. I think he has turned our Presidential election process into a joke. I think he is massagenistic. He' living in a different reality. He has zero experience with foreign affairrs. He is not versed in US history as it pertains to Foreign relations, and although he is a successful business man,he is not self-made and for lack of better words : He was had to trample on many individuals to get to where he is. I don't feel he truely cares about americans who are sturggling. I don't think he has a clue about for what it's like for an Average American who is just trying to get by. He is simply out of touch with reality.//"
302246,"Everything!// His absolute neglect for minority groups such as the disabled, different ethnicities, our veterans, and top elected officials.// Again,him having a high rating with the nra. Introducing economic plans to benefit the people who are already wealthy.//His demeaning attitude towards women.//Most importantly, his temperment. Horrible president. Horrible Nominee. That's all I have to say."
302252,//
302253,I DON'T TRUST HIM//
302254,Just NO
302261,
302262,"He's frightening, he's not a good american and he's damaging our democracy.//"
302264,"Is he ready to make decisions, and does he have the mannerisms to deal with world issues?  He seems kind of radical sometimes, and sometimes he seems right."
302265,
302266,//Oh I don't know how to answer that. He says how he thinks about something then the next day he says the opposite. He flip flops all the time//
302267,
302269,"RACIST, WORRY IF HE TRIED TO DO FOREIGN DIPLOMACY, CANT SEE HIM RUNNING THIS COUNTRY PROPERLY, DOES NOT HAVE D3CORUM NEEDED TO BE A MAJOR POLOITICAL PLAYER\\"
302273,not sure about wall for mexico
302275,
302283,racial
302286,":\\he doesn't have any experience, he doesn't understand policy, he is not a nice person, he has made racist statements, he appeals to peoople to in a base (low level) way, doesn't treat people nicely, he is disrespectable to people with handicapps, minorities, to the parents of the soldier who was killed, and I don't think he understands what it is to be president, and doesn't have the temperment to be president."
